Mã phường/xã mới ;Tên Phường/Xã mới;Tên tỉnh/TP mới;Mã tỉnh (TMS)
30321067;Xã Sốp Cộp;Tỉnh Sơn La;303
30321068;Xã Púng Bánh;Tỉnh Sơn La;303
30319069;Xã Tân Yên;Tỉnh Sơn La;303
30307070;Xã Mường Bám;Tỉnh Sơn La;303
30305071;Xã Ngọc Chiến;Tỉnh Sơn La;303
30311072;Xã Suối Tọ;Tỉnh Sơn La;303
30317073;Xã Phiêng Khoài;Tỉnh Sơn La;303
30321074;Xã Mường Lạn;Tỉnh Sơn La;303
30321075;Xã Mường Lèo;Tỉnh Sơn La;303
40101001;Phường Hạc Thành;Tỉnh Thanh Hóa;401
40101002;Phường Quảng Phú;Tỉnh Thanh Hóa;401
40101003;Phường Đông Quang;Tỉnh Thanh Hóa;401
40101004;Phường Đông Sơn;Tỉnh Thanh Hóa;401
40101005;Phường Đông Tiến;Tỉnh Thanh Hóa;401
40101006;Phường Hàm Rồng;Tỉnh Thanh Hóa;401
40101007;Phường Nguyệt Viên;Tỉnh Thanh Hóa;401
40105008;Phường Sầm Sơn;Tỉnh Thanh Hóa;401
40105009;Phường Nam Sầm Sơn;Tỉnh Thanh Hóa;401
40103010;Phường Bỉm Sơn;Tỉnh Thanh Hóa;401
40103011;Phường Quang Trung;Tỉnh Thanh Hóa;401
40153012;Phường Ngọc Sơn;Tỉnh Thanh Hóa;401
40153013;Phường Tân Dân;Tỉnh Thanh Hóa;401
40153014;Phường Hải Lĩnh;Tỉnh Thanh Hóa;401
40153015;Phường Tĩnh Gia;Tỉnh Thanh Hóa;401
40153016;Phường Đào Duy Tư;Tỉnh Thanh Hóa;401
40153017;Phường Hải Bình;Tỉnh Thanh Hóa;401
40153018;Phường Trúc Lâm;Tỉnh Thanh Hóa;401
40153019;Phường Nghi Sơn;Tỉnh Thanh Hóa;401
40153020;Xã Các Sơn;Tỉnh Thanh Hóa;401
40153021;Xã Trường Lâm;Tỉnh Thanh Hóa;401
40131022;Xã Hà Trung;Tỉnh Thanh Hóa;401
40131023;Xã Tống Sơn;Tỉnh Thanh Hóa;401
40131024;Xã Hà Long;Tỉnh Thanh Hóa;401
40131025;Xã Hoạt Giang;Tỉnh Thanh Hóa;401
40131026;Xã Lĩnh Toại;Tỉnh Thanh Hóa;401
40139027;Xã Triệu Lộc;Tỉnh Thanh Hóa;401
40139028;Xã Đông Thành;Tỉnh Thanh Hóa;401
40139029;Xã Hậu Lộc;Tỉnh Thanh Hóa;401
40139030;Xã Hoa Lộc;Tỉnh Thanh Hóa;401
40139031;Xã Vạn Lộc;Tỉnh Thanh Hóa;401
40133032;Xã Nga Sơn;Tỉnh Thanh Hóa;401
40133033;Xã Nga Thắng;Tỉnh Thanh Hóa;401
40133034;Xã Hồ Vương;Tỉnh Thanh Hóa;401
40133035;Xã Tân Tiến;Tỉnh Thanh Hóa;401
40133036;Xã Nga An;Tỉnh Thanh Hóa;401
40133037;Xã Ba Đình;Tỉnh Thanh Hóa;401
40143038;Xã Hoằng Hóa;Tỉnh Thanh Hóa;401
40143039;Xã Hoằng Tiến;Tỉnh Thanh Hóa;401
40143040;Xã Hoằng Thanh;Tỉnh Thanh Hóa;401
40143041;Xã Hoằng Lộc;Tỉnh Thanh Hóa;401
40143042;Xã Hoằng Châu;Tỉnh Thanh Hóa;401
40143043;Xã Hoằng Sơn;Tỉnh Thanh Hóa;401
40143044;Xã Hoằng Phú;Tỉnh Thanh Hóa;401
40143045;Xã Hoằng Giang;Tỉnh Thanh Hóa;401
40149046;Xã Lưu Vệ;Tỉnh Thanh Hóa;401
40149047;Xã Quảng Yên;Tỉnh Thanh Hóa;401
40149048;Xã Quảng Ngọc;Tỉnh Thanh Hóa;401
40149049;Xã Quảng Ninh;Tỉnh Thanh Hóa;401
40149050;Xã Quảng Bình;Tỉnh Thanh Hóa;401
40149051;Xã Tiên Trang;Tỉnh Thanh Hóa;401
40149052;Xã Quảng Chính;Tỉnh Thanh Hóa;401
40151053;Xã Nông Cống;Tỉnh Thanh Hóa;401
40151054;Xã Thắng Lợi;Tỉnh Thanh Hóa;401
40151055;Xã Trung Chính;Tỉnh Thanh Hóa;401
40151056;Xã Trường Văn;Tỉnh Thanh Hóa;401
40151057;Xã Thăng Bình;Tỉnh Thanh Hóa;401
40151058;Xã Tượng Lĩnh;Tỉnh Thanh Hóa;401
40151059;Xã Công Chính;Tỉnh Thanh Hóa;401
40141060;Xã Thiệu Hóa;Tỉnh Thanh Hóa;401
40141061;Xã Thiệu Quang;Tỉnh Thanh Hóa;401
40141062;Xã Thiệu Tiến;Tỉnh Thanh Hóa;401
40141063;Xã Thiệu Toán;Tỉnh Thanh Hóa;401
40141064;Xã Thiệu Trung;Tỉnh Thanh Hóa;401
40135065;Xã Yên Định;Tỉnh Thanh Hóa;401
40135066;Xã Yên Trường;Tỉnh Thanh Hóa;401
40135067;Xã Yên Phú;Tỉnh Thanh Hóa;401
40135068;Xã Quý Lộc;Tỉnh Thanh Hóa;401
40135069;Xã Yên Ninh;Tỉnh Thanh Hóa;401
40135070;Xã Định Tân;Tỉnh Thanh Hóa;401
40135071;Xã Định Hoà;Tỉnh Thanh Hóa;401
40137072;Xã Thọ Xuân;Tỉnh Thanh Hóa;401
40137073;Xã Thọ Long;Tỉnh Thanh Hóa;401
40137074;Xã Xuân Hoà;Tỉnh Thanh Hóa;401
40137075;Xã Sao Vàng;Tỉnh Thanh Hóa;401
40137076;Xã Lam Sơn;Tỉnh Thanh Hóa;401
40137077;Xã Thọ Lập;Tỉnh Thanh Hóa;401
40137078;Xã Xuân Tín;Tỉnh Thanh Hóa;401
40137079;Xã Xuân Lập;Tỉnh Thanh Hóa;401
40129080;Xã Vĩnh Lộc;Tỉnh Thanh Hóa;401
40129081;Xã Tây Đô;Tỉnh Thanh Hóa;401
40129082;Xã Biện Thượng;Tỉnh Thanh Hóa;401
40147083;Xã Triệu Sơn;Tỉnh Thanh Hóa;401
40147084;Xã Thọ Bình;Tỉnh Thanh Hóa;401
40147085;Xã Thọ Ngọc;Tỉnh Thanh Hóa;401
40147086;Xã Thọ Phú;Tỉnh Thanh Hóa;401
40147087;Xã Hợp Tiến;Tỉnh Thanh Hóa;401
40147088;Xã An Nông;Tỉnh Thanh Hóa;401
40147089;Xã Tân Ninh;Tỉnh Thanh Hóa;401
40147090;Xã Đồng Tiến;Tỉnh Thanh Hóa;401
40107091;Xã Mường Chanh;Tỉnh Thanh Hóa;401
40107092;Xã Quang Chiểu;Tỉnh Thanh Hóa;401
40107093;Xã Tam chung;Tỉnh Thanh Hóa;401
40107094;Xã Mường Lát;Tỉnh Thanh Hóa;401
40107095;Xã Pù Nhi;Tỉnh Thanh Hóa;401
40107096;Xã Nhi Sơn;Tỉnh Thanh Hóa;401
40107097;Xã Mường Lý;Tỉnh Thanh Hóa;401
40107098;Xã Trung Lý;Tỉnh Thanh Hóa;401
40109099;Xã Hồi Xuân;Tỉnh Thanh Hóa;401
40109100;Xã Nam Xuân;Tỉnh Thanh Hóa;401
40109101;Xã Thiên Phủ;Tỉnh Thanh Hóa;401
40109102;Xã Hiền Kiệt;Tỉnh Thanh Hóa;401
40109103;Xã Phú Xuân;Tỉnh Thanh Hóa;401
40109104;Xã Phú Lệ;Tỉnh Thanh Hóa;401
40109105;Xã Trung Thành;Tỉnh Thanh Hóa;401
40109106;Xã Trung Sơn;Tỉnh Thanh Hóa;401
40111107;Xã Na Mèo;Tỉnh Thanh Hóa;401
40111108;Xã Sơn Thủy;Tỉnh Thanh Hóa;401
40111109;Xã Sơn Điện;Tỉnh Thanh Hóa;401
40111110;Xã Mường Mìn;Tỉnh Thanh Hóa;401
40111111;Xã Tam Thanh;Tỉnh Thanh Hóa;401
40111112;Xã Tam Lư;Tỉnh Thanh Hóa;401
40111113;Xã Quan Sơn;Tỉnh Thanh Hóa;401
40111114;Xã Trung Hạ;Tỉnh Thanh Hóa;401
40117115;Xã Linh Sơn;Tỉnh Thanh Hóa;401
40117116;Xã Đồng Lương;Tỉnh Thanh Hóa;401
40117117;Xã Văn Phú;Tỉnh Thanh Hóa;401
40117118;Xã Giao An;Tỉnh Thanh Hóa;401
40117119;Xã Yên Khương;Tỉnh Thanh Hóa;401
40117120;Xã Yên Thắng;Tỉnh Thanh Hóa;401
40113121;Xã Văn Nho;Tỉnh Thanh Hóa;401
40113122;Xã Thiết Ống;Tỉnh Thanh Hóa;401
40113123;Xã Bá Thước;Tỉnh Thanh Hóa;401
40113124;Xã Cổ Lũng;Tỉnh Thanh Hóa;401
40113125;Xã Pù Luông;Tỉnh Thanh Hóa;401
40113126;Xã Điền Lư;Tỉnh Thanh Hóa;401
40113127;Xã Điền Quang;Tỉnh Thanh Hóa;401
40113128;Xã Quý Lương;Tỉnh Thanh Hóa;401
40121129;Xã Ngọc Lặc;Tỉnh Thanh Hóa;401
40121130;Xã Thạch Lập;Tỉnh Thanh Hóa;401
40121131;Xã Ngọc Liên;Tỉnh Thanh Hóa;401
40121132;Xã Minh Sơn;Tỉnh Thanh Hóa;401
40121133;Xã Nguyệt Ấn;Tỉnh Thanh Hóa;401
40121134;Xã Kiên Thọ;Tỉnh Thanh Hóa;401
40115135;Xã Cẩm Thạch;Tỉnh Thanh Hóa;401
40115136;Xã Cẩm Thủy;Tỉnh Thanh Hóa;401
40115137;Xã Cẩm Tú;Tỉnh Thanh Hóa;401
40115138;Xã Cẩm Vân;Tỉnh Thanh Hóa;401
40115139;Xã Cẩm Tân;Tỉnh Thanh Hóa;401
40119140;Xã Kim Tân;Tỉnh Thanh Hóa;401
40119141;Xã Vân Du;Tỉnh Thanh Hóa;401
40119142;Xã Ngọc Trạo;Tỉnh Thanh Hóa;401
40119143;Xã Thạch Bình;Tỉnh Thanh Hóa;401
40119144;Xã Thành Vinh;Tỉnh Thanh Hóa;401
40119145;Xã Thạch Quảng;Tỉnh Thanh Hóa;401
40125146;Xã Như Xuân;Tỉnh Thanh Hóa;401
40125147;Xã Thượng Ninh;Tỉnh Thanh Hóa;401
40125148;Xã Xuân Bình;Tỉnh Thanh Hóa;401
40125149;Xã Hóa Quỳ;Tỉnh Thanh Hóa;401
40125150;Xã Thanh Quân;Tỉnh Thanh Hóa;401
40125151;Xã Thanh Phong;Tỉnh Thanh Hóa;401
40127152;Xã Xuân Du;Tỉnh Thanh Hóa;401
40127153;Xã Mậu Lâm;Tỉnh Thanh Hóa;401
40127154;Xã Như Thanh;Tỉnh Thanh Hóa;401
40127155;Xã Yên Thọ;Tỉnh Thanh Hóa;401
40127156;Xã Xuân Thái;Tỉnh Thanh Hóa;401
40127157;Xã Thanh Kỳ;Tỉnh Thanh Hóa;401
40123158;Xã Bát Mọt;Tỉnh Thanh Hóa;401
40123159;Xã Yên Nhân;Tỉnh Thanh Hóa;401
40123160;Xã Lương Sơn;Tỉnh Thanh Hóa;401
40123161;Xã Thường Xuân;Tỉnh Thanh Hóa;401
40123162;Xã Luận Thành;Tỉnh Thanh Hóa;401
40123163;Xã Tân Thành;Tỉnh Thanh Hóa;401
40123164;Xã Vạn Xuân;Tỉnh Thanh Hóa;401
40123165;Xã Thắng Lộc;Tỉnh Thanh Hóa;401
40123166;Xã Xuân Chinh;Tỉnh Thanh Hóa;401
40327001;Xã Anh Sơn;Tỉnh Nghệ An;403
40327002;Xã Yên Xuân;Tỉnh Nghệ An;403
40327003;Xã Nhân Hoà;Tỉnh Nghệ An;403
40327004;Xã Anh Sơn Đông;Tỉnh Nghệ An;403
40327005;Xã Vĩnh Tường;Tỉnh Nghệ An;403
40327006;Xã Thành Bình Thọ;Tỉnh Nghệ An;403
40321007;Xã Con Cuông;Tỉnh Nghệ An;403
40321008;Xã Môn Sơn;Tỉnh Nghệ An;403
40321009;Xã Mậu Thạch;Tỉnh Nghệ An;403
40321010;Xã Cam Phục;Tỉnh Nghệ An;403
40321011;Xã Châu Khê;Tỉnh Nghệ An;403
40321012;Xã Bình Chuẩn;Tỉnh Nghệ An;403
40325013;Xã Diễn Châu;Tỉnh Nghệ An;403
40325014;Xã Đức Châu;Tỉnh Nghệ An;403
40325015;Xã Quảng Châu;Tỉnh Nghệ An;403
40325016;Xã Hải Châu;Tỉnh Nghệ An;403
40325017;Xã Tân Châu;Tỉnh Nghệ An;403
40325018;Xã An Châu;Tỉnh Nghệ An;403
40325019;Xã Minh Châu;Tỉnh Nghệ An;403
40325020;Xã Hùng Châu;Tỉnh Nghệ An;403
40329021;Xã Đô Lương;Tỉnh Nghệ An;403
40329022;Xã Bạch Ngọc;Tỉnh Nghệ An;403
40329023;Xã Văn Hiến;Tỉnh Nghệ An;403
40329024;Xã Bạch Hà;Tỉnh Nghệ An;403
40329025;Xã Thuần Trung;Tỉnh Nghệ An;403
40329026;Xã Lương Sơn;Tỉnh Nghệ An;403
40339027;Phường Hoàng Mai;Tỉnh Nghệ An;403
40339028;Phường Tân Mai;Tỉnh Nghệ An;403
40339029;Phường Quỳnh Mai;Tỉnh Nghệ An;403
40337030;Xã Hưng Nguyên;Tỉnh Nghệ An;403
40337031;Xã Yên Trung;Tỉnh Nghệ An;403
40337032;Xã Hưng Nguyên Nam;Tỉnh Nghệ An;403
40337033;Xã Lam Thành;Tỉnh Nghệ An;403
40309034;Xã Mường Xén;Tỉnh Nghệ An;403
40309035;Xã Hữu Kiệm;Tỉnh Nghệ An;403
40309036;Xã Nậm Cắn;Tỉnh Nghệ An;403
40309037;Xã Chiêu Lưu;Tỉnh Nghệ An;403
40309038;Xã Na Loi;Tỉnh Nghệ An;403
40309039;Xã Mường Típ;Tỉnh Nghệ An;403
40309040;Xã Na Ngoi;Tỉnh Nghệ An;403
40309041;Xã Mỹ Lý;Tỉnh Nghệ An;403
40309042;Xã Bắc Lý;Tỉnh Nghệ An;403
40309043;Xã Keng Đu;Tỉnh Nghệ An;403
40309044;Xã Huồi Tụ;Tỉnh Nghệ An;403
40309045;Xã Mường Lống;Tỉnh Nghệ An;403
40335046;Xã Vạn An;Tỉnh Nghệ An;403
40335047;Xã Nam Đàn;Tỉnh Nghệ An;403
40335048;Xã Đại Huệ;Tỉnh Nghệ An;403
40335049;Xã Thiên Nhẫn;Tỉnh Nghệ An;403
40335050;Xã Kim Liên;Tỉnh Nghệ An;403
40313051;Xã Nghĩa Đàn;Tỉnh Nghệ An;403
40313052;Xã Nghĩa Thọ;Tỉnh Nghệ An;403
40313053;Xã Nghĩa Lâm;Tỉnh Nghệ An;403
40313054;Xã Nghĩa Mai;Tỉnh Nghệ An;403
40313055;Xã Nghĩa Hưng;Tỉnh Nghệ An;403
40313056;Xã Nghĩa Khánh;Tỉnh Nghệ An;403
40313057;Xã Nghĩa Lộc;Tỉnh Nghệ An;403
40333058;Xã Nghi Lộc;Tỉnh Nghệ An;403
40333059;Xã Phúc Lộc;Tỉnh Nghệ An;403
40333060;Xã Đông Lộc;Tỉnh Nghệ An;403
40333061;Xã Trung Lộc;Tỉnh Nghệ An;403
40333062;Xã Thần Lĩnh;Tỉnh Nghệ An;403
40333063;Xã Hải Lộc;Tỉnh Nghệ An;403
40333064;Xã Văn Kiều;Tỉnh Nghệ An;403
40305065;Xã Quế Phong;Tỉnh Nghệ An;403
40305066;Xã Tiền Phong;Tỉnh Nghệ An;403
40305067;Xã Tri Lễ;Tỉnh Nghệ An;403
40305068;Xã Mường Quàng;Tỉnh Nghệ An;403
40305069;Xã Thông Thụ;Tỉnh Nghệ An;403
40307070;Xã Quỳ Châu;Tỉnh Nghệ An;403
40307071;Xã Châu Tiến;Tỉnh Nghệ An;403
40307072;Xã Hùng Chân;Tỉnh Nghệ An;403
40307073;Xã Châu Bình;Tỉnh Nghệ An;403
40311074;Xã Quỳ Hợp;Tỉnh Nghệ An;403
40311075;Xã Tam Hợp;Tỉnh Nghệ An;403
40311076;Xã Châu Lộc;Tỉnh Nghệ An;403
40311077;Xã Châu Hồng;Tỉnh Nghệ An;403
40311078;Xã Mường Ham;Tỉnh Nghệ An;403
40311079;Xã Mường Chọng;Tỉnh Nghệ An;403
40311080;Xã Minh Hợp;Tỉnh Nghệ An;403
40317081;Xã Quỳnh Lưu;Tỉnh Nghệ An;403
40317082;Xã Quỳnh Văn;Tỉnh Nghệ An;403
40317083;Xã Quỳnh Anh;Tỉnh Nghệ An;403
40317084;Xã Quỳnh Tam;Tỉnh Nghệ An;403
40317085;Xã Quỳnh Phú;Tỉnh Nghệ An;403
40317086;Xã Quỳnh Sơn;Tỉnh Nghệ An;403
40317087;Xã Quỳnh Thắng;Tỉnh Nghệ An;403
40319088;Xã Tân Kỳ;Tỉnh Nghệ An;403
40319089;Xã Tân Phú;Tỉnh Nghệ An;403
40319090;Xã Tân An;Tỉnh Nghệ An;403
40319091;Xã Nghĩa Đồng;Tỉnh Nghệ An;403
40319092;Xã Giai Xuân;Tỉnh Nghệ An;403
40319093;Xã Nghĩa Hành;Tỉnh Nghệ An;403
40319094;Xã Tiên Đồng;Tỉnh Nghệ An;403
40314095;Phường Thái Hoà;Tỉnh Nghệ An;403
40314096;Phường Tây Hiếu;Tỉnh Nghệ An;403
40314097;Xã Đông Hiếu;Tỉnh Nghệ An;403
40331098;Xã Cát Ngạn;Tỉnh Nghệ An;403
40331099;Xã Tam Đồng;Tỉnh Nghệ An;403
40331100;Xã Hạnh Lâm;Tỉnh Nghệ An;403
40331101;Xã Sơn Lâm;Tỉnh Nghệ An;403
40331102;Xã Hoa Quân;Tỉnh Nghệ An;403
40331103;Xã Kim Bảng;Tỉnh Nghệ An;403
40331104;Xã Bích Hào;Tỉnh Nghệ An;403
40331105;Xã Đại Đồng;Tỉnh Nghệ An;403
40331106;Xã Xuân Lâm;Tỉnh Nghệ An;403
40315107;Xã Tam Quang;Tỉnh Nghệ An;403
40315108;Xã Tam Thái;Tỉnh Nghệ An;403
40315109;Xã Tương Dương;Tỉnh Nghệ An;403
40315110;Xã Lượng Minh;Tỉnh Nghệ An;403
40315111;Xã Yên Na;Tỉnh Nghệ An;403
40315112;Xã Yên Hoà;Tỉnh Nghệ An;403
40315113;Xã Nga My;Tỉnh Nghệ An;403
40315114;Xã Hữu Khuông;Tỉnh Nghệ An;403
40315115;Xã Nhôn Mai;Tỉnh Nghệ An;403
40301116;Phường Trường Vinh;Tỉnh Nghệ An;403
40301117;Phường Thành Vinh;Tỉnh Nghệ An;403
40301118;Phường Vinh Hưng;Tỉnh Nghệ An;403
40301119;Phường Vinh Phú;Tỉnh Nghệ An;403
40301120;Phường Vinh Lộc;Tỉnh Nghệ An;403
40301121;Phường Cửa Lò;Tỉnh Nghệ An;403
40323122;Xã Yên Thành;Tỉnh Nghệ An;403
40323123;Xã Quan Thành;Tỉnh Nghệ An;403
40323124;Xã Hợp Minh;Tỉnh Nghệ An;403
40323125;Xã Vân Tụ;Tỉnh Nghệ An;403
40323126;Xã Vân Du;Tỉnh Nghệ An;403
40323127;Xã Quang Đồng;Tỉnh Nghệ An;403
40323128;Xã Giai Lạc;Tỉnh Nghệ An;403
40323129;Xã Bình Minh;Tỉnh Nghệ An;403
40323130;Xã Đông Thành;Tỉnh Nghệ An;403
40520001;Phường Sông Trí;Tỉnh Hà Tĩnh;405
40520002;Phường Hải Ninh;Tỉnh Hà Tĩnh;405
40520003;Phường Hoành Sơn;Tỉnh Hà Tĩnh;405
40520004;Phường Vũng Áng;Tỉnh Hà Tĩnh;405
40519005;Xã Kỳ Xuân;Tỉnh Hà Tĩnh;405
40519006;Xã Kỳ Anh;Tỉnh Hà Tĩnh;405
40519007;Xã Kỳ Hoa;Tỉnh Hà Tĩnh;405
40519008;Xã Kỳ Văn;Tỉnh Hà Tĩnh;405
40519009;Xã Kỳ Khang;Tỉnh Hà Tĩnh;405
40519010;Xã Kỳ Lạc;Tỉnh Hà Tĩnh;405
40519011;Xã Kỳ Thượng;Tỉnh Hà Tĩnh;405
40515012;Xã Cẩm Xuyên;Tỉnh Hà Tĩnh;405
40515013;Xã Thiên Cầm;Tỉnh Hà Tĩnh;405
40515014;Xã Cẩm Duệ;Tỉnh Hà Tĩnh;405
40515015;Xã Cẩm Hưng;Tỉnh Hà Tĩnh;405
40515016;Xã Cẩm Lạc;Tỉnh Hà Tĩnh;405
40515017;Xã Cẩm Trung;Tỉnh Hà Tĩnh;405
40515018;Xã Yên Hoà;Tỉnh Hà Tĩnh;405
40501019;Phường Thành Sen;Tỉnh Hà Tĩnh;405
40501020;Phường Trần Phú;Tỉnh Hà Tĩnh;405
40501021;Phường Hà Huy Tập;Tỉnh Hà Tĩnh;405
40501022;Xã Thạch Lạc;Tỉnh Hà Tĩnh;405
40501023;Xã Đồng Tiến;Tỉnh Hà Tĩnh;405
40501024;Xã Thạch Khê;Tỉnh Hà Tĩnh;405
40501025;Xã Cẩm Bình;Tỉnh Hà Tĩnh;405
40513026;Xã Thạch Hà;Tỉnh Hà Tĩnh;405
40513027;Xã Toàn Lưu;Tỉnh Hà Tĩnh;405
40513028;Xã Việt Xuyên;Tỉnh Hà Tĩnh;405
40513029;Xã Đông Kinh;Tỉnh Hà Tĩnh;405
40513030;Xã Thạch Xuân;Tỉnh Hà Tĩnh;405
40513031;Xã Lộc Hà;Tỉnh Hà Tĩnh;405
40513032;Xã Hồng Lộc;Tỉnh Hà Tĩnh;405
40513033;Xã Mai Phụ;Tỉnh Hà Tĩnh;405
40511034;Xã Can Lộc;Tỉnh Hà Tĩnh;405
40511035;Xã Tùng Lộc;Tỉnh Hà Tĩnh;405
40511036;Xã Gia Hanh;Tỉnh Hà Tĩnh;405
40511037;Xã Trường Lưu;Tỉnh Hà Tĩnh;405
40511038;Xã Xuân Lộc;Tỉnh Hà Tĩnh;405
40511039;Xã Đồng Lộc;Tỉnh Hà Tĩnh;405
40503040;Phường Bắc Hồng Lĩnh;Tỉnh Hà Tĩnh;405
40503041;Phường Nam Hồng Lĩnh;Tỉnh Hà Tĩnh;405
40505042;Xã Tiên Điền;Tỉnh Hà Tĩnh;405
40505043;Xã Nghi Xuân;Tỉnh Hà Tĩnh;405
40505044;Xã Cổ Đạm;Tỉnh Hà Tĩnh;405
40505045;Xã Đan Hải;Tỉnh Hà Tĩnh;405
40507046;Xã Đức Thọ;Tỉnh Hà Tĩnh;405
40507047;Xã Đức Quang;Tỉnh Hà Tĩnh;405
40507048;Xã Đức Đồng;Tỉnh Hà Tĩnh;405
40507049;Xã Đức Thịnh;Tỉnh Hà Tĩnh;405
40507050;Xã Đức Minh;Tỉnh Hà Tĩnh;405
40509051;Xã Hương Sơn;Tỉnh Hà Tĩnh;405
40509052;Xã Sơn Tây;Tỉnh Hà Tĩnh;405
40509053;Xã Tứ Mỹ;Tỉnh Hà Tĩnh;405
40509054;Xã Sơn Giang;Tỉnh Hà Tĩnh;405
40509055;Xã Sơn Tiến;Tỉnh Hà Tĩnh;405
40509056;Xã Sơn Hồng;Tỉnh Hà Tĩnh;405
40509057;Xã Kim Hoa;Tỉnh Hà Tĩnh;405
40521058;Xã Vũ Quang;Tỉnh Hà Tĩnh;405
40521059;Xã Mai Hoa;Tỉnh Hà Tĩnh;405
40521060;Xã Thượng Đức;Tỉnh Hà Tĩnh;405
40517061;Xã Hương Khê;Tỉnh Hà Tĩnh;405
40517062;Xã Hương Phố;Tỉnh Hà Tĩnh;405
40517063;Xã Hương Đô;Tỉnh Hà Tĩnh;405
40517064;Xã Hà Linh;Tỉnh Hà Tĩnh;405
40517065;Xã Hương Bình;Tỉnh Hà Tĩnh;405
40517066;Xã Phúc Trạch;Tỉnh Hà Tĩnh;405
40517067;Xã Hương Xuân;Tỉnh Hà Tĩnh;405
40509068;Xã Sơn Kim 1;Tỉnh Hà Tĩnh;405
40509069;Xã Sơn Kim 2;Tỉnh Hà Tĩnh;405
40701001;Phường Đồng Hới;Tỉnh Quảng Trị;409
40701002;Phường Đồng Thuận;Tỉnh Quảng Trị;409
40701003;Phường Đồng Sơn;Tỉnh Quảng Trị;409
40715004;Xã Nam Gianh;Tỉnh Quảng Trị;409
40715005;Xã Nam Ba Đồn;Tỉnh Quảng Trị;409
40715006;Phường Ba Đồn;Tỉnh Quảng Trị;409
40715007;Phường Bắc Gianh;Tỉnh Quảng Trị;409
40705008;Xã Dân Hóa;Tỉnh Quảng Trị;409
40705009;Xã Kim Điền;Tỉnh Quảng Trị;409
40705010;Xã Kim Phú;Tỉnh Quảng Trị;409
40705011;Xã Minh Hóa;Tỉnh Quảng Trị;409
40705012;Xã Tân Thành;Tỉnh Quảng Trị;409
40703013;Xã Tuyên Lâm;Tỉnh Quảng Trị;409
40703014;Xã Tuyên Sơn;Tỉnh Quảng Trị;409
40703015;Xã Đồng Lê;Tỉnh Quảng Trị;409
40703016;Xã Tuyên Phú;Tỉnh Quảng Trị;409
40703017;Xã Tuyên Bình;Tỉnh Quảng Trị;409
40703018;Xã Tuyên Hóa;Tỉnh Quảng Trị;409
40707019;Xã Tân Gianh;Tỉnh Quảng Trị;409
40707020;Xã Trung Thuần;Tỉnh Quảng Trị;409
40707021;Xã Quảng Trạch;Tỉnh Quảng Trị;409
40707022;Xã Hoà Trạch;Tỉnh Quảng Trị;409
40707023;Xã Phú Trạch;Tỉnh Quảng Trị;409
40709024;Xã Thượng Trạch;Tỉnh Quảng Trị;409
40709025;Xã Phong Nha;Tỉnh Quảng Trị;409
40709026;Xã Bắc Trạch;Tỉnh Quảng Trị;409
40709027;Xã Đông Trạch;Tỉnh Quảng Trị;409
40709028;Xã Hoàn Lão;Tỉnh Quảng Trị;409
40709029;Xã Bố Trạch;Tỉnh Quảng Trị;409
40709030;Xã Nam Trạch;Tỉnh Quảng Trị;409
40711031;Xã Quảng Ninh;Tỉnh Quảng Trị;409
40711032;Xã Ninh Châu;Tỉnh Quảng Trị;409
40711033;Xã Trường Ninh;Tỉnh Quảng Trị;409
40711034;Xã Trường Sơn;Tỉnh Quảng Trị;409
40713035;Xã Lệ Thủy;Tỉnh Quảng Trị;409
40713036;Xã Cam Hồng;Tỉnh Quảng Trị;409
40713037;Xã Sen Ngư;Tỉnh Quảng Trị;409
40713038;Xã Tân Mỹ;Tỉnh Quảng Trị;409
40713039;Xã Trường Phú;Tỉnh Quảng Trị;409
40713040;Xã Lệ Ninh;Tỉnh Quảng Trị;409
40713041;Xã Kim Ngân;Tỉnh Quảng Trị;409
40901042;Phường Đông Hà;Tỉnh Quảng Trị;409
40901043;Phường Nam Đông Hà;Tỉnh Quảng Trị;409
40903044;Phường Quảng Trị;Tỉnh Quảng Trị;409
40905045;Xã Vĩnh Linh;Tỉnh Quảng Trị;409
40905046;Xã Cửa Tùng;Tỉnh Quảng Trị;409
40905047;Xã Vĩnh Hoàng;Tỉnh Quảng Trị;409
40905048;Xã Vĩnh Thủy;Tỉnh Quảng Trị;409
40905049;Xã Bến Quan;Tỉnh Quảng Trị;409
40907050;Xã Cồn Tiên;Tỉnh Quảng Trị;409
40907051;Xã Cửa Việt;Tỉnh Quảng Trị;409
40907052;Xã Gio Linh;Tỉnh Quảng Trị;409
40907053;Xã Bến Hải;Tỉnh Quảng Trị;409
40915054;Xã Hướng Lập;Tỉnh Quảng Trị;409
40915055;Xã Hướng Phùng;Tỉnh Quảng Trị;409
40915056;Xã Khe Sanh;Tỉnh Quảng Trị;409
40915057;Xã Tân Lập;Tỉnh Quảng Trị;409
40915058;Xã Lao Bảo;Tỉnh Quảng Trị;409
40915059;Xã Lìa;Tỉnh Quảng Trị;409
40915060;Xã A Dơi;Tỉnh Quảng Trị;409
40917061;Xã La Lay;Tỉnh Quảng Trị;409
40917062;Xã Tà Rụt;Tỉnh Quảng Trị;409
40917063;Xã Đakrông;Tỉnh Quảng Trị;409
40917064;Xã Ba Lòng;Tỉnh Quảng Trị;409
40917065;Xã Hướng Hiệp;Tỉnh Quảng Trị;409
