Mã phường/xã mới ;Tên Phường/Xã mới;Tên tỉnh/TP mới;Mã tỉnh (TMS)
60505012;Xã Ea Bung;Tỉnh Đắk Lắk;605
60505013;Xã Ia Rvê;Tỉnh Đắk Lắk;605
60505014;Xã Ia Lốp;Tỉnh Đắk Lắk;605
60511015;Xã Ea Wer;Tỉnh Đắk Lắk;605
60511016;Xã Ea Nuôl;Tỉnh Đắk Lắk;605
60511017;Xã Buôn Đôn;Tỉnh Đắk Lắk;605
60513018;Xã Ea Kiết;Tỉnh Đắk Lắk;605
60513019;Xã Ea M’Droh;Tỉnh Đắk Lắk;605
60513020;Xã Quảng Phú;Tỉnh Đắk Lắk;605
60513021;Xã Cuôr Đăng;Tỉnh Đắk Lắk;605
60513022;Xã Cư M’gar;Tỉnh Đắk Lắk;605
60513023;Xã Ea Tul;Tỉnh Đắk Lắk;605
60539024;Xã Pơng Drang;Tỉnh Đắk Lắk;605
60539025;Xã Krông Búk;Tỉnh Đắk Lắk;605
60539026;Xã Cư Pơng;Tỉnh Đắk Lắk;605
60503027;Xã Ea Khăl;Tỉnh Đắk Lắk;605
60503028;Xã Ea Drăng;Tỉnh Đắk Lắk;605
60503029;Xã Ea Wy;Tỉnh Đắk Lắk;605
60503030;Xã Ea H’leo;Tỉnh Đắk Lắk;605
60503031;Xã Ea Hiao;Tỉnh Đắk Lắk;605
60507032;Xã Krông Năng;Tỉnh Đắk Lắk;605
60507033;Xã Dliê Ya;Tỉnh Đắk Lắk;605
60507034;Xã Tam Giang;Tỉnh Đắk Lắk;605
60507035;Xã Phú Xuân;Tỉnh Đắk Lắk;605
60519036;Xã Krông Pắc;Tỉnh Đắk Lắk;605
60519037;Xã Ea Knuếc;Tỉnh Đắk Lắk;605
60519038;Xã Tân Tiến;Tỉnh Đắk Lắk;605
60519039;Xã Ea Phê;Tỉnh Đắk Lắk;605
60519040;Xã Ea Kly;Tỉnh Đắk Lắk;605
60519041;Xã Vụ Bổn;Tỉnh Đắk Lắk;605
60515042;Xã Ea Kar;Tỉnh Đắk Lắk;605
60515043;Xã Ea Ô;Tỉnh Đắk Lắk;605
60515044;Xã Ea Knốp;Tỉnh Đắk Lắk;605
60515045;Xã Cư Yang;Tỉnh Đắk Lắk;605
60515046;Xã Ea Păl;Tỉnh Đắk Lắk;605
60517047;Xã M’Drắk;Tỉnh Đắk Lắk;605
60517048;Xã Ea Riêng;Tỉnh Đắk Lắk;605
60517049;Xã Cư M’ta;Tỉnh Đắk Lắk;605
60517050;Xã Krông Á;Tỉnh Đắk Lắk;605
60517051;Xã Cư Prao;Tỉnh Đắk Lắk;605
60517052;Xã Ea Trang;Tỉnh Đắk Lắk;605
60525053;Xã Hoà Sơn;Tỉnh Đắk Lắk;605
60525054;Xã Dang Kang;Tỉnh Đắk Lắk;605
60525055;Xã Krông Bông;Tỉnh Đắk Lắk;605
60525056;Xã Yang Mao;Tỉnh Đắk Lắk;605
60525057;Xã Cư Pui;Tỉnh Đắk Lắk;605
60531058;Xã Liên Sơn Lắk;Tỉnh Đắk Lắk;605
60531059;Xã Đắk Liêng;Tỉnh Đắk Lắk;605
60531060;Xã Nam Ka;Tỉnh Đắk Lắk;605
60531061;Xã Đắk Phơi;Tỉnh Đắk Lắk;605
60531062;Xã Krông Nô;Tỉnh Đắk Lắk;605
60537063;Xã Ea Ning;Tỉnh Đắk Lắk;605
60537064;Xã Dray Bhăng;Tỉnh Đắk Lắk;605
60537065;Xã Ea Ktur;Tỉnh Đắk Lắk;605
60523066;Xã Krông Ana;Tỉnh Đắk Lắk;605
60523067;Xã Dur Kmăl;Tỉnh Đắk Lắk;605
60523068;Xã Ea Na;Tỉnh Đắk Lắk;605
50901069;Phường Tuy Hòa;Tỉnh Đắk Lắk;605
50901070;Phường Phú Yên;Tỉnh Đắk Lắk;605
50901071;Phường Bình Kiến;Tỉnh Đắk Lắk;605
50905072;Xã Xuân Thọ;Tỉnh Đắk Lắk;605
50905073;Xã Xuân Cảnh;Tỉnh Đắk Lắk;605
50905074;Xã Xuân Lộc;Tỉnh Đắk Lắk;605
50905075;Phường Xuân Đài;Tỉnh Đắk Lắk;605
50905076;Phường Sông Cầu;Tỉnh Đắk Lắk;605
50911077;Xã Hòa Xuân;Tỉnh Đắk Lắk;605
50911078;Phường Đông Hòa;Tỉnh Đắk Lắk;605
50911079;Phường Hòa Hiệp;Tỉnh Đắk Lắk;605
50907080;Xã Tuy An Bắc;Tỉnh Đắk Lắk;605
50907081;Xã Tuy An Đông;Tỉnh Đắk Lắk;605
50907082;Xã Ô Loan;Tỉnh Đắk Lắk;605
50907083;Xã Tuy An Nam;Tỉnh Đắk Lắk;605
50907084;Xã Tuy An Tây;Tỉnh Đắk Lắk;605
50915085;Xã Phú Hòa 1;Tỉnh Đắk Lắk;605
50915086;Xã Phú Hòa 2;Tỉnh Đắk Lắk;605
50912087;Xã Tây Hòa;Tỉnh Đắk Lắk;605
50912088;Xã Hòa Thịnh;Tỉnh Đắk Lắk;605
50912089;Xã Hòa Mỹ;Tỉnh Đắk Lắk;605
50912090;Xã Sơn Thành;Tỉnh Đắk Lắk;605
50909091;Xã Sơn Hòa;Tỉnh Đắk Lắk;605
50909092;Xã Vân Hòa;Tỉnh Đắk Lắk;605
50909093;Xã Tây Sơn;Tỉnh Đắk Lắk;605
50909094;Xã Suối Trai;Tỉnh Đắk Lắk;605
50913095;Xã Ea Ly;Tỉnh Đắk Lắk;605
50913096;Xã Ea Bá;Tỉnh Đắk Lắk;605
50913097;Xã Đức Bình;Tỉnh Đắk Lắk;605
50913098;Xã Sông Hinh;Tỉnh Đắk Lắk;605
50903099;Xã Xuân Lãnh;Tỉnh Đắk Lắk;605
50903100;Xã Phú Mỡ;Tỉnh Đắk Lắk;605
50903101;Xã Xuân Phước;Tỉnh Đắk Lắk;605
50903102;Xã Đồng Xuân;Tỉnh Đắk Lắk;605
70301001;Phường Xuân Hương - Đà Lạt;Tỉnh Lâm Đồng;703
70301002;Phường Cam Ly - Đà Lạt;Tỉnh Lâm Đồng;703
70301003;Phường Lâm Viên - Đà Lạt;Tỉnh Lâm Đồng;703
70301004;Phường Xuân Trường - Đà Lạt;Tỉnh Lâm Đồng;703
70305005;Phường Langbiang - Đà Lạt;Tỉnh Lâm Đồng;703
70303006;Phường 1 Bảo Lộc;Tỉnh Lâm Đồng;703
70303007;Phường 2 Bảo Lộc;Tỉnh Lâm Đồng;703
70303008;Phường 3 Bảo Lộc;Tỉnh Lâm Đồng;703
70303009;Phường B' Lao;Tỉnh Lâm Đồng;703
70305010;Xã Lạc Dương;Tỉnh Lâm Đồng;703
70307011;Xã Đơn Dương;Tỉnh Lâm Đồng;703
70307012;Xã Ka Đô;Tỉnh Lâm Đồng;703
70307013;Xã Quảng Lập;Tỉnh Lâm Đồng;703
70307014;Xã D'Ran;Tỉnh Lâm Đồng;703
70309015;Xã Hiệp Thạnh;Tỉnh Lâm Đồng;703
70309016;Xã Đức Trọng;Tỉnh Lâm Đồng;703
70309017;Xã Tân Hội;Tỉnh Lâm Đồng;703
70309018;Xã Tà Hine;Tỉnh Lâm Đồng;703
70309019;Xã Tà Năng;Tỉnh Lâm Đồng;703
70311020;Xã Đinh Văn - Lâm Hà;Tỉnh Lâm Đồng;703
70311021;Xã Phú Sơn - Lâm Hà;Tỉnh Lâm Đồng;703
70311022;Xã Nam Hà - Lâm Hà;Tỉnh Lâm Đồng;703
70311023;Xã Nam Ban - Lâm Hà;Tỉnh Lâm Đồng;703
70311024;Xã Tân Hà - Lâm Hà;Tỉnh Lâm Đồng;703
70311025;Xã Phúc Thọ - Lâm Hà;Tỉnh Lâm Đồng;703
70323026;Xã Đam Rông 1;Tỉnh Lâm Đồng;703
70323027;Xã Đam Rông 2;Tỉnh Lâm Đồng;703
70323028;Xã Đam Rông 3;Tỉnh Lâm Đồng;703
70323029;Xã Đam Rông 4;Tỉnh Lâm Đồng;703
70315030;Xã Di Linh;Tỉnh Lâm Đồng;703
70315031;Xã Hoà Ninh;Tỉnh Lâm Đồng;703
70315032;Xã Hoà Bắc;Tỉnh Lâm Đồng;703
70315033;Xã Đinh Trang Thượng;Tỉnh Lâm Đồng;703
70315034;Xã Bảo Thuận;Tỉnh Lâm Đồng;703
70315035;Xã Sơn Điền;Tỉnh Lâm Đồng;703
70315036;Xã Gia Hiệp;Tỉnh Lâm Đồng;703
70313037;Xã Bảo Lâm 1;Tỉnh Lâm Đồng;703
70313038;Xã Bảo Lâm 2;Tỉnh Lâm Đồng;703
70313039;Xã Bảo Lâm 3;Tỉnh Lâm Đồng;703
70313040;Xã Bảo Lâm 4;Tỉnh Lâm Đồng;703
70313041;Xã Bảo Lâm 5;Tỉnh Lâm Đồng;703
70317042;Xã Đạ Huoai;Tỉnh Lâm Đồng;703
70317043;Xã Đạ Huoai 2;Tỉnh Lâm Đồng;703
70317044;Xã Đạ Huoai 3;Tỉnh Lâm Đồng;703
70317045;Xã Đạ Tẻh;Tỉnh Lâm Đồng;703
70317046;Xã Đạ Tẻh 2;Tỉnh Lâm Đồng;703
70317047;Xã Đạ Tẻh 3;Tỉnh Lâm Đồng;703
70317048;Xã Cát Tiên;Tỉnh Lâm Đồng;703
70317049;Xã Cát Tiên 2;Tỉnh Lâm Đồng;703
70317050;Xã Cát Tiên 3;Tỉnh Lâm Đồng;703
71501051;Phường Hàm Thắng;Tỉnh Lâm Đồng;703
71501052;Phường Bình Thuận;Tỉnh Lâm Đồng;703
71501053;Phường Mũi Né;Tỉnh Lâm Đồng;703
71501054;Phường Phú Thuỷ;Tỉnh Lâm Đồng;703
71501055;Phường Phan Thiết;Tỉnh Lâm Đồng;703
71501056;Phường Tiến Thành;Tỉnh Lâm Đồng;703
71513057;Phường La Gi;Tỉnh Lâm Đồng;703
71513058;Phường Phước Hội;Tỉnh Lâm Đồng;703
71501059;Xã Tuyên Quang;Tỉnh Lâm Đồng;703
71513060;Xã Tân Hải;Tỉnh Lâm Đồng;703
71503061;Xã Vĩnh Hảo;Tỉnh Lâm Đồng;703
71503062;Xã Liên Hương;Tỉnh Lâm Đồng;703
71503063;Xã Tuy Phong;Tỉnh Lâm Đồng;703
71503064;Xã Phan Rí Cửa;Tỉnh Lâm Đồng;703
71505065;Xã Bắc Bình;Tỉnh Lâm Đồng;703
71505066;Xã Hồng Thái;Tỉnh Lâm Đồng;703
71505067;Xã Hải Ninh;Tỉnh Lâm Đồng;703
71505068;Xã Phan Sơn;Tỉnh Lâm Đồng;703
71505069;Xã Sông Lũy;Tỉnh Lâm Đồng;703
71505070;Xã Lương Sơn;Tỉnh Lâm Đồng;703
71505071;Xã Hoà Thắng;Tỉnh Lâm Đồng;703
71507072;Xã Đông Giang;Tỉnh Lâm Đồng;703
71507073;Xã La Dạ;Tỉnh Lâm Đồng;703
71507074;Xã Hàm Thuận Bắc;Tỉnh Lâm Đồng;703
71507075;Xã Hàm Thuận;Tỉnh Lâm Đồng;703
71507076;Xã Hồng Sơn;Tỉnh Lâm Đồng;703
71507077;Xã Hàm Liêm;Tỉnh Lâm Đồng;703
71509078;Xã Hàm Thạnh;Tỉnh Lâm Đồng;703
71509079;Xã Hàm Kiệm;Tỉnh Lâm Đồng;703
71509080;Xã Tân Thành;Tỉnh Lâm Đồng;703
71509081;Xã Hàm Thuận Nam;Tỉnh Lâm Đồng;703
71509082;Xã Tân Lập;Tỉnh Lâm Đồng;703
71514083;Xã Tân Minh;Tỉnh Lâm Đồng;703
71514084;Xã Hàm Tân;Tỉnh Lâm Đồng;703
71514085;Xã Sơn Mỹ;Tỉnh Lâm Đồng;703
71511086;Xã Bắc Ruộng;Tỉnh Lâm Đồng;703
71511087;Xã Nghị Đức;Tỉnh Lâm Đồng;703
71511088;Xã Đồng Kho;Tỉnh Lâm Đồng;703
71511089;Xã Tánh Linh;Tỉnh Lâm Đồng;703
71511090;Xã Suối Kiết;Tỉnh Lâm Đồng;703
71515091;Xã Nam Thành;Tỉnh Lâm Đồng;703
71515092;Xã Đức Linh;Tỉnh Lâm Đồng;703
71515093;Xã Hoài Đức;Tỉnh Lâm Đồng;703
71515094;Xã Trà Tân;Tỉnh Lâm Đồng;703
71517095;Đặc khu Phú Quý;Tỉnh Lâm Đồng;703
60613096;Phường Bắc Gia Nghĩa;Tỉnh Lâm Đồng;703
60613097;Phường Nam Gia Nghĩa;Tỉnh Lâm Đồng;703
60613098;Phường Đông Gia Nghĩa;Tỉnh Lâm Đồng;703
60603099;Xã Đắk Wil;Tỉnh Lâm Đồng;703
60603100;Xã Nam Dong;Tỉnh Lâm Đồng;703
60603101;Xã Cư Jút;Tỉnh Lâm Đồng;703
60607102;Xã Thuận An;Tỉnh Lâm Đồng;703
60607103;Xã Đức Lập;Tỉnh Lâm Đồng;703
60607104;Xã Đắk Mil;Tỉnh Lâm Đồng;703
60607105;Xã Đắk Sắk;Tỉnh Lâm Đồng;703
60605106;Xã Nam Đà;Tỉnh Lâm Đồng;703
60605107;Xã Krông Nô;Tỉnh Lâm Đồng;703
60605108;Xã Nâm Nung;Tỉnh Lâm Đồng;703
60605109;Xã Quảng Phú;Tỉnh Lâm Đồng;703
60609110;Xã Đắk song;Tỉnh Lâm Đồng;703
60609111;Xã Đức An;Tỉnh Lâm Đồng;703
60609112;Xã Thuận Hạnh;Tỉnh Lâm Đồng;703
60609113;Xã Trường Xuân;Tỉnh Lâm Đồng;703
60615114;Xã Tà Đùng;Tỉnh Lâm Đồng;703
60615115;Xã Quảng Khê;Tỉnh Lâm Đồng;703
60617116;Xã Quảng Tân;Tỉnh Lâm Đồng;703
60617117;Xã Tuy Đức;Tỉnh Lâm Đồng;703
60611118;Xã Kiến Đức;Tỉnh Lâm Đồng;703
60611119;Xã Nhân Cơ;Tỉnh Lâm Đồng;703
60611120;Xã Quảng Tín;Tỉnh Lâm Đồng;703
70309121;Xã Ninh Gia;Tỉnh Lâm Đồng;703
60615122;Xã Quảng Hoà;Tỉnh Lâm Đồng;703
60615123;Xã Quảng Sơn;Tỉnh Lâm Đồng;703
60617124;Xã Quảng Trực;Tỉnh Lâm Đồng;703
80103001;Xã Hưng Điền;Tỉnh Tây Ninh;709
80103002;Xã Vĩnh Thạnh;Tỉnh Tây Ninh;709
80103003;Xã Tân Hưng;Tỉnh Tây Ninh;709
80103004;Xã Vĩnh Châu;Tỉnh Tây Ninh;709
80105005;Xã Tuyên Bình;Tỉnh Tây Ninh;709
80105006;Xã Vĩnh Hưng;Tỉnh Tây Ninh;709
80105007;Xã Khánh Hưng;Tỉnh Tây Ninh;709
80129008;Xã Tuyên Thạnh;Tỉnh Tây Ninh;709
80129009;Xã Bình Hiệp;Tỉnh Tây Ninh;709
80129010;Phường Kiến Tường;Tỉnh Tây Ninh;709
80107011;Xã Bình Hoà;Tỉnh Tây Ninh;709
80107012;Xã Mộc Hoá;Tỉnh Tây Ninh;709
80109013;Xã Hậu Thạnh;Tỉnh Tây Ninh;709
80109014;Xã Nhơn Hoà Lập;Tỉnh Tây Ninh;709
80109015;Xã Nhơn Ninh;Tỉnh Tây Ninh;709
80109016;Xã Tân Thạnh;Tỉnh Tây Ninh;709
80111017;Xã Bình Thành;Tỉnh Tây Ninh;709
80111018;Xã Thạnh Phước;Tỉnh Tây Ninh;709
80111019;Xã Thạnh Hóa;Tỉnh Tây Ninh;709
80111020;Xã Tân Tây;Tỉnh Tây Ninh;709
80119021;Xã Thủ Thừa;Tỉnh Tây Ninh;709
80119022;Xã Mỹ An;Tỉnh Tây Ninh;709
80119023;Xã Mỹ Thạnh;Tỉnh Tây Ninh;709
80119024;Xã Tân Long;Tỉnh Tây Ninh;709
80113025;Xã Mỹ Quý;Tỉnh Tây Ninh;709
80113026;Xã Đông Thành;Tỉnh Tây Ninh;709
80113027;Xã Đức Huệ;Tỉnh Tây Ninh;709
80115028;Xã An Ninh;Tỉnh Tây Ninh;709
80115029;Xã Hiệp Hoà;Tỉnh Tây Ninh;709
80115030;Xã Hậu Nghĩa;Tỉnh Tây Ninh;709
80115031;Xã Hoà Khánh;Tỉnh Tây Ninh;709
80115032;Xã Đức Lập;Tỉnh Tây Ninh;709
80115033;Xã Mỹ Hạnh;Tỉnh Tây Ninh;709
80115034;Xã Đức Hoà;Tỉnh Tây Ninh;709
80117035;Xã Thạnh Lợi;Tỉnh Tây Ninh;709
80117036;Xã Bình Đức;Tỉnh Tây Ninh;709
80117037;Xã Lương Hoà;Tỉnh Tây Ninh;709
80117038;Xã Bến Lức;Tỉnh Tây Ninh;709
80117039;Xã Mỹ Yên;Tỉnh Tây Ninh;709
80125040;Xã Long Cang;Tỉnh Tây Ninh;709
80125041;Xã Rạch Kiến;Tỉnh Tây Ninh;709
80125042;Xã Mỹ Lệ;Tỉnh Tây Ninh;709
80125043;Xã Tân Lân;Tỉnh Tây Ninh;709
80125044;Xã Cần Đước;Tỉnh Tây Ninh;709
80125045;Xã Long Hựu;Tỉnh Tây Ninh;709
80127046;Xã Phước Lý;Tỉnh Tây Ninh;709
80127047;Xã Mỹ Lộc;Tỉnh Tây Ninh;709
80127048;Xã Cần Giuộc;Tỉnh Tây Ninh;709
80127049;Xã Phước Vĩnh Tây;Tỉnh Tây Ninh;709
80127050;Xã Tân Tập;Tỉnh Tây Ninh;709
80123051;Xã Vàm Cỏ;Tỉnh Tây Ninh;709
80123052;Xã Tân Trụ;Tỉnh Tây Ninh;709
80123053;Xã Nhựt Tảo;Tỉnh Tây Ninh;709
80121054;Xã Thuận Mỹ;Tỉnh Tây Ninh;709
80121055;Xã An Lục Long;Tỉnh Tây Ninh;709
80121056;Xã Tầm Vu;Tỉnh Tây Ninh;709
80121057;Xã Vĩnh Công;Tỉnh Tây Ninh;709
80101058;Phường Long An;Tỉnh Tây Ninh;709
80101059;Phường Tân An;Tỉnh Tây Ninh;709
80101060;Phường Khánh Hậu;Tỉnh Tây Ninh;709
70901061;Phường Tân Ninh;Tỉnh Tây Ninh;709
70901062;Phường Bình Minh;Tỉnh Tây Ninh;709
70907063;Phường Ninh Thạnh;Tỉnh Tây Ninh;709
70911064;Phường Long Hoa;Tỉnh Tây Ninh;709
70911065;Phường Hoà Thành;Tỉnh Tây Ninh;709
70911066;Phường Thanh Điền;Tỉnh Tây Ninh;709
70917067;Phường Trảng Bàng;Tỉnh Tây Ninh;709
70917068;Phường An Tịnh;Tỉnh Tây Ninh;709
70915069;Phường Gò Dầu;Tỉnh Tây Ninh;709
70915070;Phường Gia Lộc;Tỉnh Tây Ninh;709
70917071;Xã Hưng Thuận;Tỉnh Tây Ninh;709
70917072;Xã Phước Chỉ;Tỉnh Tây Ninh;709
70915073;Xã Thạnh Đức;Tỉnh Tây Ninh;709
70915074;Xã Phước Thạnh;Tỉnh Tây Ninh;709
70915075;Xã Truông Mít;Tỉnh Tây Ninh;709
70907076;Xã Lộc Ninh;Tỉnh Tây Ninh;709
70907077;Xã Cầu Khởi;Tỉnh Tây Ninh;709
70907078;Xã Dương Minh Châu;Tỉnh Tây Ninh;709
70905079;Xã Tân Đông;Tỉnh Tây Ninh;709
70905080;Xã Tân Châu;Tỉnh Tây Ninh;709
70905081;Xã Tân Phú;Tỉnh Tây Ninh;709
70905082;Xã Tân Hội;Tỉnh Tây Ninh;709
70905083;Xã Tân Thành;Tỉnh Tây Ninh;709
70905084;Xã Tân Hoà;Tỉnh Tây Ninh;709
70903085;Xã Tân Lập;Tỉnh Tây Ninh;709
70903086;Xã Tân Biên;Tỉnh Tây Ninh;709
70903087;Xã Thạnh Bình;Tỉnh Tây Ninh;709
70903088;Xã Trà Vong;Tỉnh Tây Ninh;709
70909089;Xã Phước Vinh;Tỉnh Tây Ninh;709
70909090;Xã Hoà Hội;Tỉnh Tây Ninh;709
70909091;Xã Ninh Điền;Tỉnh Tây Ninh;709
70909092;Xã Châu Thành;Tỉnh Tây Ninh;709
70909093;Xã Hảo Đước;Tỉnh Tây Ninh;709
70913094;Xã Long Chữ;Tỉnh Tây Ninh;709
70913095;Xã Long Thuận;Tỉnh Tây Ninh;709
70913096;Xã Bến Cầu;Tỉnh Tây Ninh;709
71301001;Phường Biên Hoà;Tỉnh Đồng Nai;713
71301002;Phường Trấn Biên;Tỉnh Đồng Nai;713
71301003;Phường Tam Hiệp;Tỉnh Đồng Nai;713
71301004;Phường Long Bình;Tỉnh Đồng Nai;713
71301005;Phường Trảng Dài;Tỉnh Đồng Nai;713
71301006;Phường Hố Nai;Tỉnh Đồng Nai;713
71301007;Phường Long Hưng;Tỉnh Đồng Nai;713
71317008;Xã Đại Phước;Tỉnh Đồng Nai;713
71317009;Xã Nhơn Trạch;Tỉnh Đồng Nai;713
71317010;Xã Phước An;Tỉnh Đồng Nai;713
71315011;Xã Phước Thái;Tỉnh Đồng Nai;713
71315012;Xã Long Phước;Tỉnh Đồng Nai;713
71315013;Xã Bình An;Tỉnh Đồng Nai;713
71315014;Xã Long Thành;Tỉnh Đồng Nai;713
71315015;Xã An Phước;Tỉnh Đồng Nai;713
71308016;Xã An Viễn;Tỉnh Đồng Nai;713
71308017;Xã Bình Minh;Tỉnh Đồng Nai;713
71308018;Xã Trảng Bom;Tỉnh Đồng Nai;713
71308019;Xã Bàu Hàm;Tỉnh Đồng Nai;713
71308020;Xã Hưng Thịnh;Tỉnh Đồng Nai;713
71309021;Xã Dầu Giây;Tỉnh Đồng Nai;713
71309022;Xã Gia Kiệm;Tỉnh Đồng Nai;713
71305023;Xã Thống Nhất;Tỉnh Đồng Nai;713
71302024;Phường Bình Lộc;Tỉnh Đồng Nai;713
71302025;Phường Bảo Vinh;Tỉnh Đồng Nai;713
71302026;Phường Xuân Lập;Tỉnh Đồng Nai;713
71302027;Phường Long Khánh;Tỉnh Đồng Nai;713
71302028;Phường Hàng Gòn;Tỉnh Đồng Nai;713
71311029;Xã Xuân Quế;Tỉnh Đồng Nai;713
71311030;Xã Xuân Đường;Tỉnh Đồng Nai;713
71311031;Xã Cẩm Mỹ;Tỉnh Đồng Nai;713
71311032;Xã Sông Ray;Tỉnh Đồng Nai;713
71311033;Xã Xuân Đông;Tỉnh Đồng Nai;713
71313034;Xã Xuân Định;Tỉnh Đồng Nai;713
71313035;Xã Xuân Phú;Tỉnh Đồng Nai;713
71313036;Xã Xuân Lộc;Tỉnh Đồng Nai;713
71313037;Xã Xuân Hoà;Tỉnh Đồng Nai;713
71313038;Xã Xuân Thành;Tỉnh Đồng Nai;713
71313039;Xã Xuân Bắc;Tỉnh Đồng Nai;713
71305040;Xã La Ngà;Tỉnh Đồng Nai;713
71305041;Xã Định Quán;Tỉnh Đồng Nai;713
71305042;Xã Phú Vinh;Tỉnh Đồng Nai;713
71305043;Xã Phú Hoà;Tỉnh Đồng Nai;713
71303044;Xã Tà Lài;Tỉnh Đồng Nai;713
71303045;Xã Nam Cát Tiên;Tỉnh Đồng Nai;713
71303046;Xã Tân Phú;Tỉnh Đồng Nai;713
71303047;Xã Phú Lâm;Tỉnh Đồng Nai;713
71307048;Xã Trị An;Tỉnh Đồng Nai;713
71307049;Xã Tân An;Tỉnh Đồng Nai;713
71307050;Phường Tân Triều;Tỉnh Đồng Nai;713
70710051;Phường Minh Hưng;Tỉnh Đồng Nai;713
70710052;Phường Chơn Thành;Tỉnh Đồng Nai;713
70710053;Xã Nha Bích;Tỉnh Đồng Nai;713
70713054;Xã Tân Quan;Tỉnh Đồng Nai;713
70713055;Xã Tân Hưng;Tỉnh Đồng Nai;713
70713056;Xã Tân Khai;Tỉnh Đồng Nai;713
70713057;Xã Minh Đức;Tỉnh Đồng Nai;713
70709058;Phường Bình Long;Tỉnh Đồng Nai;713
70709059;Phường An Lộc;Tỉnh Đồng Nai;713
70705060;Xã Lộc Thành;Tỉnh Đồng Nai;713
70705061;Xã Lộc Ninh;Tỉnh Đồng Nai;713
70705062;Xã Lộc Hưng;Tỉnh Đồng Nai;713
70705063;Xã Lộc Tấn;Tỉnh Đồng Nai;713
70705064;Xã Lộc Thạnh;Tỉnh Đồng Nai;713
70705065;Xã Lộc Quang;Tỉnh Đồng Nai;713
70706066;Xã Tân Tiến;Tỉnh Đồng Nai;713
70706067;Xã Thiện Hưng;Tỉnh Đồng Nai;713
70706068;Xã Hưng Phước;Tỉnh Đồng Nai;713
70715069;Xã Phú Nghĩa;Tỉnh Đồng Nai;713
70715070;Xã Đa Kia;Tỉnh Đồng Nai;713
70703071;Phường Phước Bình;Tỉnh Đồng Nai;713
70703072;Phường Phước Long;Tỉnh Đồng Nai;713
70716073;Xã Bình Tân;Tỉnh Đồng Nai;713
70716074;Xã Long Hà;Tỉnh Đồng Nai;713
70716075;Xã Phú Riềng;Tỉnh Đồng Nai;713
70716076;Xã Phú Trung;Tỉnh Đồng Nai;713
70711077;Phường Đồng Xoài;Tỉnh Đồng Nai;713
70711078;Phường Bình Phước;Tỉnh Đồng Nai;713
70701079;Xã Thuận Lợi;Tỉnh Đồng Nai;713
70701080;Xã Đồng Tâm;Tỉnh Đồng Nai;713
70701081;Xã Tân Lợi;Tỉnh Đồng Nai;713
70701082;Xã Đồng Phú;Tỉnh Đồng Nai;713
70707083;Xã Phước Sơn;Tỉnh Đồng Nai;713
70707084;Xã Nghĩa Trung;Tỉnh Đồng Nai;713
70707085;Xã Bù Đăng;Tỉnh Đồng Nai;713
70707086;Xã Thọ Sơn;Tỉnh Đồng Nai;713
70707087;Xã Đak Nhau;Tỉnh Đồng Nai;713
70707088;Xã Bom Bo;Tỉnh Đồng Nai;713
71301089;Phường Tam Phước;Tỉnh Đồng Nai;713
71301090;Phường Phước Tân;Tỉnh Đồng Nai;713
71305091;Xã Thanh Sơn;Tỉnh Đồng Nai;713
71303092;Xã Đak Lua;Tỉnh Đồng Nai;713
71307093;Xã Phú Lý;Tỉnh Đồng Nai;713
70715094;Xã Bù Gia Mập;Tỉnh Đồng Nai;713
70715095;Xã Đăk Ơ;Tỉnh Đồng Nai;713
71701001;Phường Vũng Tàu;Tp Hồ Chí Minh;701
71701002;Phường Tam Thắng;Tp Hồ Chí Minh;701
71701003;Phường Rạch Dừa;Tp Hồ Chí Minh;701
71701004;Phường Phước Thắng;Tp Hồ Chí Minh;701
71703005;Phường Bà Rịa;Tp Hồ Chí Minh;701
71703006;Phường Long Hương;Tp Hồ Chí Minh;701
71709007;Phường Phú Mỹ;Tp Hồ Chí Minh;701
71703008;Phường Tam Long;Tp Hồ Chí Minh;701
71709009;Phường Tân Thành;Tp Hồ Chí Minh;701
71709010;Phường Tân Phước;Tp Hồ Chí Minh;701
71709011;Phường Tân Hải;Tp Hồ Chí Minh;701
71709012;Xã Châu Pha;Tp Hồ Chí Minh;701
71705013;Xã Ngãi Giao;Tp Hồ Chí Minh;701
71705014;Xã Bình Giã;Tp Hồ Chí Minh;701
71705015;Xã Kim Long;Tp Hồ Chí Minh;701
71705016;Xã Châu Đức;Tp Hồ Chí Minh;701
71705017;Xã Xuân Sơn;Tp Hồ Chí Minh;701
71705018;Xã Nghĩa Thành;Tp Hồ Chí Minh;701
71707019;Xã Hồ Tràm;Tp Hồ Chí Minh;701
71707020;Xã Xuyên Mộc;Tp Hồ Chí Minh;701
71707021;Xã Hòa Hội;Tp Hồ Chí Minh;701
71707022;Xã Bàu Lâm;Tp Hồ Chí Minh;701
71712023;Xã Phước Hải;Tp Hồ Chí Minh;701
71712024;Xã Long Hải;Tp Hồ Chí Minh;701
71712025;Xã Đất Đỏ;Tp Hồ Chí Minh;701
71712026;Xã Long Điền;Tp Hồ Chí Minh;701
71713027;Đặc khu Côn Đảo;Tp Hồ Chí Minh;701
71109028;Phường Đông Hoà;Tp Hồ Chí Minh;701
71109029;Phường Dĩ An;Tp Hồ Chí Minh;701
71109030;Phường Tân Đông Hiệp;Tp Hồ Chí Minh;701
71107031;Phường Thuận An;Tp Hồ Chí Minh;701
